animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_name,album_file,album_base64,album_update,cDate,shelter_address,shelter_tel,
10607281301008,106-L032D,13,89,斗六代養場,狗,F,SMALL,黑色,CHILD,F,N,西螺鎮大新里,,OPEN,,,2017-08-18,2999-12-31,2017-08-19 23:56:28,2017-07-28 10:00:26,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1501230488_89_9f1e128ba0ec9b97ff208bbcc9814715.JPG,,,2017/8/20 上午 12:03:36,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10306111501001,1030610-1,15,71,嘉義市流浪犬收容中心,貓,F,MEDIUM,黑白色,ADULT,N,N,頭港里2隻,,OPEN,,,2014-06-11,2999-12-31,2017-08-19 23:56:23,2014-06-11 10:30:36,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/cfed7b663ef48aa9a925c8ac955a01e0.jpg,,,2017/8/19 下午 11:59:32,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10606050601020,20170605011,6,61,,狗,F,SMALL,黃,CHILD,F,N,龍潭區,,OPEN,,,2017-06-05,2999-12-31,2017-08-19 23:56:22,2017-06-05 17:31:32,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/58fb58354845167a7332bccd4740b493.jpg,,,2017/8/20 上午 12:03:21,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10510250601013,20161025013,6,61,,貓,M,MEDIUM,虎斑,ADULT,F,N,觀音區,,OPEN,,,2016-10-25,2999-12-31,2017-08-19 23:56:19,2016-10-25 16:50:04,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/c517ae0a59fdd9a19ec72a56e290d9d3.jpg,,,2017/8/20 上午 12:02:06,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10309251501004,10309251501004,15,71,嘉義市流浪犬收容中心,貓,F,MEDIUM,白色,ADULT,N,N,彌陀路,,OPEN,,,2014-09-25,2999-12-31,2017-08-19 23:56:17,2014-09-25 17:26:37,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/3d37dc2023de04328d3ef44857b10f59.jpg,,,2017/8/19 下午 11:59:47,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10606050601021,20170605012,6,61,,狗,F,SMALL,黃,CHILD,F,N,龍潭區,,OPEN,,,2017-06-05,2999-12-31,2017-08-19 23:56:04,2017-06-05 17:31:32,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/f924a0f199e4749ee36e12eaac240c5b.jpg,,,2017/8/20 上午 12:03:21,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605161702003,051202,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,燕巢區安招里,,OPEN,,,2017-05-16,2999-12-31,2017-08-19 23:56:04,2017-05-16 08:18:30,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/653d767c8fd179e30f5884bf2a096b24.jpg,,,2017/8/20 上午 12:03:13,高雄市燕巢區師大路98號,07-6051002,
10608151101012,D12-1060815008,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黑色,ADULT,T,T,員林鎮,,OPEN,106年8月15日進入收容所，捕捉拾獲地點：員林市山腳路六段，即日起開放領養,,2017-08-15,2999-12-31,2017-08-19 23:55:54,2017-08-15 17:03:17,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/6c8f6c57f6e0cf819cb27cd1897bc1a6.png,,,2017/8/20 上午 12:03:35,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10412161501009,嘉義2015121609,15,71,嘉義市流浪動物收容所,貓,M,MEDIUM,虎斑,ADULT,N,N,世賢路二段,,OPEN,,,2015-12-16,2999-12-31,2017-08-19 23:55:39,2015-12-16 17:29:37,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1450258190_71_337b9e2d075ecb65e0b1aa2c2888cc5a.jpg,,,2017/8/20 上午 12:00:41,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10405131501008,10405131501008,15,71,嘉義市流浪犬收容中心,貓,F,MINI,虎斑色,CHILD,N,N,文化路,,OPEN,,,2015-05-13,2999-12-31,2017-08-19 23:55:08,2015-05-13 17:43:46,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/cafc1e81391e5106fe70792f7386d4c4.jpg,,,2017/8/20 上午 12:00:06,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10309121501005,10309121501005,15,71,嘉義市流浪犬收容中心,貓,M,MEDIUM,黑色,ADULT,N,N,彌陀路,,OPEN,,,2014-09-12,2999-12-31,2017-08-19 23:55:06,2014-09-12 10:27:59,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/39ad53a7579205ad900fcfc86b8aa79e.jpg,,,2017/8/19 下午 11:59:46,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10310181401013,10310181401013,14,72,嘉義縣流浪犬中途之家,狗,M,BIG,棕色,,N,N,,,OPEN,,,2014-10-18,2999-12-31,2017-08-19 23:55:05,2014-10-18 08:09:47,嘉義縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/72/1413590102_72_c24cd7dbc30067c5d466c1b322efd85c.jpg,,,2017/8/19 下午 11:59:50,嘉義縣民雄鄉松山村後山仔37~1號。,05-3620025辦公室；05-2724721中途之家,
10403061501011,10403061501011,15,71,嘉義市流浪犬收容中心,貓,F,MINI,黑白色,CHILD,N,N,光正街,,OPEN,,,2015-03-06,2999-12-31,2017-08-19 23:54:32,2015-03-06 16:07:31,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/6e7c13c8f18d6ad65499f9dac82353cf.jpg,,,2017/8/20 上午 12:00:00,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10608180601021,20170818021,6,61,,狗,M,SMALL,其他,ADULT,N,N,中壢區,,OPEN,,,2017-08-18,2999-12-31,2017-08-19 23:54:10,2017-08-18 17:10:05,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/9e5a7296e5f32d4d965d4e4e1f1289cb.jpg,,,2017/8/20 上午 12:03:37,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10412220201003,104122204,2,49,臺北市,狗,F,MINI,黑,CHILD,F,N,延平北路8段2巷153弄,,OPEN,我是柔柔 我很活潑很親人 喜歡跟大家互動玩耍 喜歡被注意喜歡被摸摸 喜歡散步喜歡吃小零食 但最喜歡的是身旁有你們陪著 做什麼事情都會很快樂 希望未來能夠成為你們家中的一份子^__^,18835,2015-12-23,2999-12-31,2017-08-19 23:53:55,2015-12-22 14:53:57,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/92a2bb1d026d9c03c49c85caed1fd9be.jpg,,,2017/8/20 上午 12:00:42,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10405131501010,10405131501010,15,71,嘉義市流浪犬收容中心,貓,F,MINI,黑色,CHILD,N,N,文化路,,OPEN,,,2015-05-13,2999-12-31,2017-08-19 23:53:14,2015-05-13 17:49:09,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/f770afdb5ff211e6ddedd33c83cf0411.jpg,,,2017/8/20 上午 12:00:06,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10405131501011,10405131501011,15,71,嘉義市流浪犬收容中心,貓,F,SMALL,黑色,CHILD,N,N,文化路,,OPEN,,,2015-05-13,2999-12-31,2017-08-19 23:53:08,2015-05-13 17:54:57,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/cea475cf567d5e4235a5a77c6c5802e9.jpg,,,2017/8/20 上午 12:00:06,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10608191101001,外狗7-1060817001,11,69,彰化縣流浪狗中途之家,狗,M,SMALL,黑色,ADULT,F,T,二林鎮,,OPEN,106年8月17日進入收容所，捕捉拾獲地點：二林鎮斗苑路五段110號，106.8.26 開放領養,,2017-08-19,2999-12-31,2017-08-19 23:52:01,2017-08-19 09:43:20,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/bcdd7e8cb5b66342e9c8215dad760ea4.png,,,2017/8/20 上午 12:03:37,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10405131501009,10405131501009,15,71,嘉義市流浪犬收容中心,貓,F,SMALL,虎斑色,CHILD,N,N,文化路,,OPEN,,,2015-05-13,2999-12-31,2017-08-19 23:51:50,2015-05-13 17:49:09,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/12280890107dfaff8043956e6ecfaa7d.jpg,,,2017/8/20 上午 12:00:06,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10409141005003,10408310013,10,91,中途動物醫院,狗,M,SMALL,棕色,ADULT,T,N,,,OPEN,我在南屯區慈愛動物醫院五權分院等待認養~Tel:04-24716662~,,2015-09-14,2999-12-31,2017-08-19 23:51:49,2015-09-14 17:32:00,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/2120f8e5d1baf8af3cbe07ecc2e68443.png,,,2017/8/20 上午 12:00:21,,,
10602201702773,0124H1,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,虎斑,CHILD,F,N,鼓山區維也納,,OPEN,,,2017-02-20,2999-12-31,2017-08-19 23:51:40,2017-02-20 17:43:24,高雄市燕巢動物保護關愛園區,,,,,2017/8/20 上午 12:02:42,高雄市燕巢區師大路98號,07-6051002,
10602201702783,0214B1-3,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,F,N,鼓山區維也納,,OPEN,,,2017-02-20,2999-12-31,2017-08-19 23:51:33,2017-02-20 17:43:25,高雄市燕巢動物保護關愛園區,,,,,2017/8/20 上午 12:02:42,高雄市燕巢區師大路98號,07-6051002,
10608181002003,10608070014,10,67,南屯園區,貓,F,SMALL,其他三花,ADULT,T,N,,,OPEN,,,2017-08-18,2999-12-31,2017-08-19 23:51:25,2017-08-18 13:56:16,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/926ab84824982c069300e8054f90b350.png,,,2017/8/20 上午 12:03:36,臺中市南屯區中台路601號,04-23850976,
10409240201011,104092414,2,49,臺北市,狗,M,MEDIUM,黑,ADULT,F,N,竹子湖,,OPEN,我是三寶 雖然我少了一隻前肢 但這完全不影響我的行動力 我還是很認真的在過每一天喔 希望能有機會出去看看外面寬廣的世界 讓我用我強而有力的三腳 陪伴你們踏遍全世界吧！,17811,2015-12-25,2999-12-31,2017-08-19 23:51:22,2015-09-24 14:59:35,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/136dec51522f12110866e8e3b564abcb.jpg,,,2017/8/20 上午 12:00:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10603201701059,0218B12,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,虎斑,CHILD,F,N,大寮區大勇街,,OPEN,,,2017-03-20,2999-12-31,2017-08-19 23:51:12,2017-03-20 15:03:41,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/aab843c2fc4c66c09bd31b17ae844712.jpg,,,2017/8/20 上午 12:02:51,高雄市鼓山區萬壽路350號,07-5519059,
10411041501003,10411041501003,15,71,嘉義市流浪動物收容所,貓,M,SMALL,虎斑,CHILD,N,N,北興街,,OPEN,,,2015-11-04,2999-12-31,2017-08-19 23:50:55,2015-11-04 10:03:49,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/b00962c7ac38bfdcd845d86e906137ce.jpg,,,2017/8/20 上午 12:00:30,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10608181002004,10608080014,10,67,南屯園區,貓,M,SMALL,其他橘子,ADULT,T,N,,,OPEN,,,2017-08-18,2999-12-31,2017-08-19 23:50:48,2017-08-18 13:57:49,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/cb897e3358a001b7c2e1a439add15a68.png,,,2017/8/20 上午 12:03:36,臺中市南屯區中台路601號,04-23850976,
10605161702005,051103,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,彌陀區舊港里 5/12送壽山 欄位:領1-3,,OPEN,,,2017-05-16,2999-12-31,2017-08-19 23:50:38,2017-05-16 08:27:03,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/caa3d3bda31162535ab8e5b09a0ee985.jpg,,,2017/8/20 上午 12:03:13,高雄市燕巢區師大路98號,07-6051002,
10311271005003,10311060021,10,91,中途動物醫院,狗,M,MEDIUM,棕色,CHILD,T,N,,,OPEN,南區祥億動物醫院開放認養~Tel:04-22606450~,,2014-11-27,2999-12-31,2017-08-19 23:50:08,2014-11-27 16:57:21,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/4262225d5c6a02354cbaa810ac9a7e5f.png,,,2017/8/19 下午 11:59:56,,,
10310221501002,10310221501002,15,71,嘉義市流浪犬收容中心,狗,F,SMALL,白色,CHILD,N,N,美源里,,OPEN,,,2014-10-22,2999-12-31,2017-08-19 23:50:05,2014-10-22 14:33:55,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/64dd9ad39d7b92d29b45d646c9cd9302.jpg,,,2017/8/19 下午 11:59:50,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10310221501003,10310221501003,15,71,嘉義市流浪犬收容中心,狗,F,SMALL,黃色,CHILD,N,N,美源里,,OPEN,,,2014-10-22,2999-12-31,2017-08-19 23:49:39,2014-10-22 14:36:37,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/c64cb0456c1668f8af5eb23f16260e68.jpg,,,2017/8/19 下午 11:59:50,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10601260601016,20170126016,6,61,,狗,M,BIG,灰,ADULT,F,N,楊梅區,,OPEN,,,2017-01-26,2999-12-31,2017-08-19 23:49:24,2017-01-26 16:48:34,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/f6effdd1e51bfc2a6072c277f9223de9.jpg,,,2017/8/20 上午 12:02:36,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10311211501001,10311211501001,15,71,嘉義市流浪犬收容中心,狗,M,SMALL,黑色,CHILD,N,N,北港路,,OPEN,,,2014-11-21,2999-12-31,2017-08-19 23:48:55,2014-11-21 11:49:26,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/ce94cc1377df1e7f2af8ae05b6432247.jpg,,,2017/8/19 下午 11:59:54,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10403191501005,10403191501005,15,71,嘉義市流浪犬收容中心,狗,F,SMALL,土黃色,CHILD,N,N,,,OPEN,,,2015-03-19,2999-12-31,2017-08-19 23:48:32,2015-03-19 17:15:12,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/c327527fe82aeedf3d3cee560fb5d648.jpg,,,2017/8/20 上午 12:00:01,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10509220601007,20160922007,6,61,,貓,M,MEDIUM,虎斑,ADULT,N,N,平鎮區,,OPEN,,,2016-09-22,2999-12-31,2017-08-19 23:47:46,2016-09-22 17:39:52,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/79436c1c4b197ad11aa69faca8411063.jpg,,,2017/8/20 上午 12:01:56,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10404221501003,10404221501003,15,71,嘉義市流浪犬收容中心,狗,F,SMALL,黃色,CHILD,N,N,嘉工街,,OPEN,,,2015-04-22,2999-12-31,2017-08-19 23:47:43,2015-04-22 13:55:13,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/5a5578e1f11de3b5feb8268f5e7a6f35.jpg,,,2017/8/20 上午 12:00:04,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10605041002009,10602180004,10,67,,狗,F,SMALL,其他黑棕,ADULT,T,N,,,OPEN,我在潭子區"小太陽寵物生活館"等待主人的愛心認養！聯絡電話：0425311963 台中市潭子區中山路二段359號1樓~皮膚問題需持續照護。,,2017-05-04,2999-12-31,2017-08-19 23:47:41,2017-05-04 15:00:34,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/13fa345a165a9781270da7aa501d6055.png,,,2017/8/20 上午 12:03:08,臺中市南屯區中台路601號,04-23850976,
10404241501010,10404241501010,15,71,嘉義市流浪犬收容中心,狗,M,SMALL,黃色,CHILD,N,N,光仁街,,OPEN,,,2015-04-24,2999-12-31,2017-08-19 23:47:28,2015-04-24 16:03:45,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/0cb1b7ec493a14fa926402dfe9f96c6c.jpg,,,2017/8/20 上午 12:00:04,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10606011005004,10605150006,10,91,中途動物醫院,狗,F,MEDIUM,其他灰白,CHILD,T,N,,,OPEN,我在北屯區 聖心犬貓動物醫院開放認養 歡迎來電詢問04-22382896,,2017-06-01,2999-12-31,2017-08-19 23:47:00,2017-06-01 09:20:08,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/64e23b0c86cb5d3383610b6c7f1afeb3.png,,,2017/8/20 上午 12:03:19,,,
10606011005010,10605190017,10,91,中途動物醫院,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,我在北屯區 永昌動物醫院開放認養 歡迎來電詢問04-22356239,,2017-06-01,2999-12-31,2017-08-19 23:46:52,2017-06-01 09:31:24,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/51340261b13ff79789cd62de2f4a8af0.png,,,2017/8/20 上午 12:03:19,,,
10404241501015,10404241501015,15,71,嘉義市流浪犬收容中心,狗,F,SMALL,棕色,CHILD,N,N,光仁街,,OPEN,,,2015-04-24,2999-12-31,2017-08-19 23:46:42,2015-04-24 16:09:56,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/28049f6c219733c6fbe5c68f00f20c07.jpg,,,2017/8/20 上午 12:00:04,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10404241501017,10404241501017,15,71,嘉義市流浪犬收容中心,狗,M,SMALL,棕色,CHILD,N,N,光仁街,,OPEN,,,2015-04-24,2999-12-31,2017-08-19 23:46:33,2015-04-24 16:09:56,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/d8ec93f1339b3cae8282103625c83eac.jpg,,,2017/8/20 上午 12:00:04,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10606091005007,10606050002,10,91,中途動物醫院,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,我在西區 百科動物醫院開放認養 歡迎來電詢問04-23055172,,2017-06-13,2999-12-31,2017-08-19 23:46:31,2017-06-09 14:03:58,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b83ad71c752c603ce6ca8297b704c25c.png,,,2017/8/20 上午 12:03:23,,,
10412250801002,104-1122,8,62,新竹市動物收容所,貓,N,SMALL,虎斑,CHILD,F,N,東區,,OPEN,,     ,2015-12-25,2999-12-31,2017-08-19 23:46:21,2015-12-25 14:12:37,新竹市動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/62/6d18c3d005b068e7b6bb7b9e0514f870.jpg,,,2017/8/20 上午 12:00:43,新竹市南寮里海濱路250號,03-5368329,
10412251501004,嘉義2015122504,15,71,嘉義市流浪動物收容所,狗,F,SMALL,黃色,CHILD,N,N,棒球場,,OPEN,,,2015-12-25,2999-12-31,2017-08-19 23:45:48,2015-12-25 17:06:31,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1451034822_71_9389baac446083cada2ab8ae0f95790b.jpg,,,2017/8/20 上午 12:00:43,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10608011002007,10607220005,10,67,南屯園區,狗,F,SMALL,其他白棕,ADULT,F,N,,,OPEN,眼睛容易有分泌物，需每天點眼藥水，全身皮膚有非常多的小肉瘤，認養老齡犬需做特別的醫療照護。,,2017-08-01,2999-12-31,2017-08-19 23:45:21,2017-08-01 15:50:44,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/88717c14a1e7b1356213dfb95e60b9cc.png,,,2017/8/20 上午 12:03:29,臺中市南屯區中台路601號,04-23850976,
10608071002004,10607230002,10,67,,狗,M,MEDIUM,黃白,CHILD,T,N,,,OPEN,我在北區"寶羅寵品-大雅旗艦店"等待主人的愛心認養喔！聯絡電話：04-22991000 台中市北區中清路一段627號,,2017-08-07,2999-12-31,2017-08-19 23:45:07,2017-08-07 08:30:38,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/28f0633d830318d7157b9cea71b7b868.PNG,,,2017/8/20 上午 12:03:31,臺中市南屯區中台路601號,04-23850976,
10608101002001,10608080012,10,67,南屯園區,狗,F,MEDIUM,其他白棕,ADULT,T,N,,,OPEN,因吠叫問題遭棄養，親人對狗友善，但互動時興奮容易有撲跳問題。,,2017-08-10,2999-12-31,2017-08-19 23:44:55,2017-08-10 14:56:18,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/32917f1a14bdf2c30608cb0ad71c31d9.png,,,2017/8/20 上午 12:03:32,臺中市南屯區中台路601號,04-23850976,
